zip,donations,total,NAME,variable,estimate,moe,donations_per_1000
20882,2077,55039.370000000104,ZCTA5 20882,population,13962,1090,148.76092250393927
20886,2666,44448.79999999998,ZCTA5 20886,population,34692,2228,76.8476882278335
20889,3,2,ZCTA5 20889,population,158,23,18.9873417721519
20895,1821,84943.84000000029,ZCTA5 20895,population,19273,1272,94.48451201162247
20896,54,6205.740000000002,ZCTA5 20896,population,840,120,64.28571428571428
20901,1373,39357.02999999992,ZCTA5 20901,population,37207,2224,36.9016582901067
20902,2665,111594.10000000116,ZCTA5 20902,population,53308,2181,49.992496435807006
20903,587,24608.239999999972,ZCTA5 20903,population,25324,2283,23.179592481440533
20904,3751,162519.77000000112,ZCTA5 20904,population,56532,2478,66.35180075001769
20905,1413,51927.54000000004,ZCTA5 20905,population,17451,1768,80.96957194430118
20906,5229,113328.51000000157,ZCTA5 20906,population,71560,2542,73.0715483510341
20910,4974,124519.65000000046,ZCTA5 20910,population,45072,1708,110.35676251331203
20912,343,14698.359999999995,ZCTA5 20912,population,25823,1428,13.282732447817837
21001,1059,32703.409999999927,ZCTA5 21001,population,25908,1040,40.87540528022233
21005,51,1740.7099999999998,ZCTA5 21005,population,2703,540,18.867924528301884
21009,5140,66653.2000000004,ZCTA5 21009,population,32565,2153,157.83816981421774
21010,4,76,ZCTA5 21010,population,216,265,18.51851851851852
21012,3137,92377.88000000056,ZCTA5 21012,population,23144,1689,135.5426892499136
21013,1870,51311.059999999954,ZCTA5 21013,population,5382,1023,347.4544778892605
21014,7659,148802.47000000265,ZCTA5 21014,population,37097,1207,206.45874329460602
21015,4943,124358.7200000016,ZCTA5 21015,population,30485,1828,162.14531736919795
21017,616,9860.279999999992,ZCTA5 21017,population,6177,657,99.72478549457665
21023,18,1727.7,ZCTA5 21023,population,68,62,264.70588235294116
21028,651,12705.77,ZCTA5 21028,population,2974,395,218.89710827168796
21029,996,55820.07999999995,ZCTA5 21029,population,13817,1531,72.08511254252008
21030,2511,108375.52000000064,ZCTA5 21030,population,25133,1745,99.90848684995822
21031,3,121.07,ZCTA5 21031,population,26,42,115.38461538461539
21032,2557,106763.8800000004,ZCTA5 21032,population,8040,1015,318.0348258706467
21034,196,4830.949999999999,ZCTA5 21034,population,2958,452,66.26098715348208
21035,1619,105207.05000000032,ZCTA5 21035,population,8360,859,193.6602870813397
21036,128,7781.639999999995,ZCTA5 21036,population,2145,385,59.67365967365967
21037,2560,132253.67000000077,ZCTA5 21037,population,21060,1490,121.55745489078824
21040,1925,35919.79999999996,ZCTA5 21040,population,25110,1503,76.66268418956591
21042,5156,197983.37000000064,ZCTA5 21042,population,42528,1902,121.23777276147479
21043,6185,122321.36000000112,ZCTA5 21043,population,47309,2147,130.7362235515441
21044,2871,89628.98000000049,ZCTA5 21044,population,45100,2073,63.65853658536585
21045,2114,65944.75000000004,ZCTA5 21045,population,40980,1625,51.58613958028307
21046,1732,41757.79999999992,ZCTA5 21046,population,15894,943,108.9719390965144
21047,1600,55999.08000000003,ZCTA5 21047,population,13419,1285,119.23392205082347
21048,1342,54494.54000000002,ZCTA5 21048,population,9759,1013,137.5140895583564
21050,2703,80880.23000000008,ZCTA5 21050,population,18076,1132,149.53529541934057
21051,23,1247.9199999999998,ZCTA5 21051,population,113,95,203.53982300884957
21052,33,576.63,ZCTA5 21052,population,438,259,75.34246575342465
21053,1337,18719.859999999982,ZCTA5 21053,population,3051,680,438.2169780399869
21054,1243,55027.50999999999,ZCTA5 21054,population,15687,2248,79.23758526168164
21056,146,61699,ZCTA5 21056,population,318,225,459.1194968553459
21057,803,30587.21999999996,ZCTA5 21057,population,4530,760,177.2626931567329
21060,2913,77188.22000000016,ZCTA5 21060,population,38418,1871,75.82383257847884
21061,4334,94884.25000000096,ZCTA5 21061,population,55172,2745,78.5543391575437
21071,73,2712.2000000000007,ZCTA5 21071,population,526,276,138.78326996197717
21074,1937,41324.14,ZCTA5 21074,population,15146,1206,127.88855143272151
21075,1098,38737.78999999992,ZCTA5 21075,population,36176,2498,30.351614329942503
21076,1184,37133.1999999999,ZCTA5 21076,population,22041,1730,53.71807086792795
21077,3,86.21000000000001,ZCTA5 21077,population,105,110,28.57142857142857
21078,3100,79610.61000000061,ZCTA5 21078,population,19820,684,156.4076690211907
21082,236,4434.750000000003,ZCTA5 21082,population,694,258,340.0576368876081
21084,1880,31766.83999999992,ZCTA5 21084,population,7366,989,255.22671734998642
21085,2769,60720.31000000001,ZCTA5 21085,population,16590,1310,166.90777576853526
21087,2194,51768.68000000009,ZCTA5 21087,population,5597,525,391.9957119885653
21090,912,24629.47999999995,ZCTA5 21090,population,10346,1099,88.15000966557123
21093,9103,260605.55000000255,ZCTA5 21093,population,38961,1886,233.64390031056698
21102,1820,33108.76999999995,ZCTA5 21102,population,12024,959,151.36393878908848
21104,1121,24535.42999999998,ZCTA5 21104,population,6077,966,184.46601941747574
21108,2665,93759.31000000042,ZCTA5 21108,population,18046,1493,147.6781558240053
21111,900,31044.06999999993,ZCTA5 21111,population,4838,659,186.02728400165358
21113,2621,93812.13000000056,ZCTA5 21113,population,36495,2114,71.81805726811892
21114,5108,183088.8100000013,ZCTA5 21114,population,25126,1537,203.29539122820984
21117,3482,100675.68000000092,ZCTA5 21117,population,58516,2594,59.50509262423952
21120,1165,36591.729999999945,ZCTA5 21120,population,7319,822,159.17475064899577
21122,9814,198584.7000000016,ZCTA5 21122,population,61444,2461,159.72267430505826
21128,1706,38107.33999999993,ZCTA5 21128,population,15934,1436,107.06664993096524
21130,5,202,ZCTA5 21130,population,21,24,238.09523809523807
21131,986,53588.45,ZCTA5 21131,population,7722,710,127.6871276871277
21132,1935,26892.71999999997,ZCTA5 21132,population,3110,547,622.1864951768489
21133,853,11557.72999999996,ZCTA5 21133,population,32070,1892,26.598066729030247
21136,5753,117010.2300000019,ZCTA5 21136,population,35038,1566,164.19316171014327
21140,372,14685.769999999997,ZCTA5 21140,population,4255,790,87.42655699177439
21144,4088,93118.1200000007,ZCTA5 21144,population,37041,2081,110.36419103155961
21146,4267,170297.64000000138,ZCTA5 21146,population,29710,1689,143.62167620329853
21152,506,25937.42999999998,ZCTA5 21152,population,6517,978,77.64308731011202
21153,84,9404.070000000003,ZCTA5 21153,population,676,204,124.2603550295858
21154,1432,32637.779999999988,ZCTA5 21154,population,7059,963,202.8615951267885
21155,225,8949.849999999999,ZCTA5 21155,population,3063,660,73.45739471106758
21156,38,1853.68,ZCTA5 21156,population,362,247,104.97237569060773
21157,4538,133764.6600000017,ZCTA5 21157,population,39816,1944,113.97428169580068
21158,2036,62736.160000000025,ZCTA5 21158,population,23011,1135,88.4794228847073
21160,432,7897.949999999998,ZCTA5 21160,population,2716,756,159.05743740795288
21161,855,25529.959999999937,ZCTA5 21161,population,5625,877,152
21162,327,8861.850000000008,ZCTA5 21162,population,4322,618,75.65941693660342
21163,2253,31190.8699999999,ZCTA5 21163,population,7222,767,311.9634450290778
21201,1094,21142.500000000044,ZCTA5 21201,population,18305,1566,59.76509150505326
21202,492,22378.09999999997,ZCTA5 21202,population,20115,1216,24.459358687546608
21204,8428,189115.3200000032,ZCTA5 21204,population,20188,1071,417.47572815533977
21205,80,3283.3199999999997,ZCTA5 21205,population,14684,1763,5.448106782892944
21206,814,20841.259999999973,ZCTA5 21206,population,51020,2346,15.954527636221089
21207,511,14736.519999999984,ZCTA5 21207,population,51765,2665,9.871534820824882
