zip,donations,total,NAME,variable,estimate,moe,donations_per_1000
21856,221,2715.48,ZCTA5 21856,population,924,347,239.17748917748918
21861,42,1238.16,ZCTA5 21861,population,776,188,54.123711340206185
21862,2,20,ZCTA5 21862,population,0,13,Inf
21863,778,15254.77,ZCTA5 21863,population,4913,619,158.35538367596175
21864,59,2239.66,ZCTA5 21864,population,778,287,75.83547557840618
21865,284,5664.640000000003,ZCTA5 21865,population,393,173,722.64631043257
21867,3,104,ZCTA5 21867,population,24,36,125
21869,178,1823.8399999999983,ZCTA5 21869,population,943,213,188.7592788971368
21871,135,2733.2100000000005,ZCTA5 21871,population,1747,313,77.27532913566114
21872,51,683.82,ZCTA5 21872,population,573,353,89.00523560209423
21874,139,1668.7499999999998,ZCTA5 21874,population,2222,493,62.55625562556255
21875,853,14828.73,ZCTA5 21875,population,7446,784,114.55815202793445
21901,2086,51409.42999999997,ZCTA5 21901,population,19938,1527,104.62433543986357
21902,44,410,ZCTA5 21902,population,251,86,175.2988047808765
21903,1147,15152.06,ZCTA5 21903,population,5332,361,215.11627906976744
21904,1461,27753.210000000003,ZCTA5 21904,population,5975,651,244.51882845188285
21911,1120,18688.95999999996,ZCTA5 21911,population,10804,826,103.6653091447612
21912,119,4150.6,ZCTA5 21912,population,1495,465,79.59866220735785
21913,93,2956.27,ZCTA5 21913,population,878,308,105.92255125284738
21914,114,2967.6400000000003,ZCTA5 21914,population,740,256,154.05405405405406
21915,792,16423.720000000012,ZCTA5 21915,population,2469,415,320.7776427703524
21917,167,6169.52,ZCTA5 21917,population,1884,557,88.6411889596603
21918,604,11263.31,ZCTA5 21918,population,4462,668,135.36530703720302
21919,995,19727.17,ZCTA5 21919,population,3451,578,288.3222254419009
21920,16,331,ZCTA5 21920,population,1089,595,14.692378328741965
21921,6975,152703.25000000015,ZCTA5 21921,population,45081,1659,154.72150129766422
21930,55,2363,ZCTA5 21930,population,27,42,2037.0370370370372
